SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DECS
"Konkan & Goa",2009,0,0,0.3,0.1,5.6,330.6,1271.2,292.9,387.5,307.4,121,0.00
"Konkan & Goa",2010,2.7,0,0,1.5,8.2,680.8,1405.3,850,531.3,190.2,106.7,1.40
"Konkan & Goa",2011,0,0,0,3.4,1.1,857,1384.1,987.9,468.3,120.3,3.1,0.00
"Konkan & Goa",2012,0,0,0,0.6,1.1,633,928.5,762.5,515.3,175.1,2.3,0.00
"Konkan & Goa",2013,1.8,5.4,0.1,0.1,18.5,1028.3,1478.5,497.6,340.7,149.3,2.1,1.50
"Konkan & Goa",2014,1.3,5.3,1.8,0.7,21.3,238.2,1293.2,658,419.5,98.7,8,11.70
"Konkan & Goa",2015,2.7,0,36.8,3.6,11.3,764,526.5,377.3,240.9,91.4,27.3,0.00
"Konkan & Goa",2016,0,0.1,2,0.3,2.1,806.5,1327.3,817,600.2,106.3,2,0.10
"Konkan & Goa",2017,0,0,0,0,47,840.4,1095.3,731.2,546.9,156.9,0.7,25.00
"Madhya Maharashtra",1997,3.3,0,2.4,15.3,6.5,180.2,239.9,295.5,91.7,57.7,68.8,39.60
"Madhya Maharashtra",1998,0.2,0,0.6,2.5,18.4,147.1,264.1,226.4,257.2,162.5,22.1,0.00
"Madhya Maharashtra",1999,0,6.7,0,0.1,39.2,225.3,262.5,85.4,169,177.6,0,0.00
"Madhya Maharashtra",2000,0.4,1.1,0.2,1.7,18.5,173,198.7,159.6,87,56.5,2.7,2.10
"Madhya Maharashtra",2001,4.4,0,0.3,4.7,8.4,157.9,179.3,160.9,137.3,125.5,5.7,0.50
"Madhya Maharashtra",2002,1.7,3.1,1,13,14.4,251.9,95.6,221.5,95.8,36.3,5.9,0.00
"Madhya Maharashtra",2003,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.10
"Madhya Maharashtra",2004,0.1,0.1,0,4.7,49,215.9,174.2,354.1,181.2,42.1,8,0.10
"Madhya Maharashtra",2005,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0,0.00
"Madhya Maharashtra",2006,0,0,7.1,0.2,42.3,205.3,416.4,421.7,217,60.1,25.5,0.00
"Madhya Maharashtra",2007,1.3,0.4,0,2.1,5.5,266.9,293.5,274.2,189.2,3.4,3.9,0.00
"Madhya Maharashtra",2008,0,0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.90
"Madhya Maharashtra",2009,0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.30
"Madhya Maharashtra",2010,2.9,0.1,0.9,2.3,5.4,185.6,280.9,233.2,165.6,77.1,73.4,0.20
"Madhya Maharashtra",2011,0,0.3,0.3,5,2.9,133.3,261.4,238.1,148.4,62.8,0,0.00
"Madhya Maharashtra",2012,0,0,0,3,1.4,67.9,203,187.8,129.5,95.2,2.2,0.00
"Madhya Maharashtra",2013,0.1,5.3,0.8,5.7,6,212.4,311.8,147,210.3,57.8,4,1.30
"Madhya Maharashtra",2014,3.1,6.2,24.4,7.5,29.8,44,277.9,240.3,120.4,38.5,32.8,13.10
"Madhya Maharashtra",2015,1.4,0.8,41.2,9.6,24.4,177,111.7,67.2,146.6,48.3,16.2,0.10
"Madhya Maharashtra",2016,0,0.7,7.1,1.4,7.7,100.7,319.6,232.7,171.9,62.4,1.1,0.90
"Madhya Maharashtra",2017,0,0,0.4,0.8,18,189.2,280.9,192,190.1,112.8,5,5.10
Matathwada,1997,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.30
Matathwada,1998,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0.00
Matathwada,1999,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0.00
Matathwada,2000,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.70
Matathwada,2001,4.8,0.5,0.5,9.9,0.7,148.7,56.7,255.8,83.5,170.5,0.8,0.00
Matathwada,2002,5.5,4.1,0.7,6.1,8.5,241.8,58.2,223.6,122.4,46.4,4.8,0.00
Matathwada,2003,2.1,1.3,2.3,4.9,28.5,117.6,255.9,183.9,95.7,22.1,4.9,0.80
Matathwada,2004,1.2,0.4,5.5,1.9,30.4,100,201.7,75,177.2,58.1,27.2,0.00
Matathwada,2005,13.2,0.7,11.6,1.6,2.1,59.7,413.5,124.1,213.5,100.5,0,0.00
Matathwada,2006,0,0,30.7,1.6,26.7,134.7,116.2,301.3,209.4,47.7,4.6,0.00
Matathwada,2007,0,0,0.1,0.7,10,185.4,123.1,146.2,240.7,0.9,7.5,0.00
Matathwada,2008,0.1,0.1,14.6,3.7,1.8,66.7,106.5,150.8,267.8,33.8,0.3,0.10
Matathwada,2009,0,0,0.6,0.8,7,63.1,139.2,167.6,159.9,59,63.3,8.40
Matathwada,2010,4.3,5.8,3.9,0.7,4.6,119.7,329.5,291.4,157.3,57.7,36.8,0.00
Matathwada,2011,0,3.8,0.7,3.5,3.1,79.2,230.1,228.5,90,24.8,0,0.00
Matathwada,2012,0,0,0,0.6,2.3,72.2,161.1,101.4,120,68.8,0.3,0.00
Matathwada,2013,1.5,9.4,2.6,7.9,6.4,160.9,293.4,136.9,154.1,94.3,7.4,13.10
Matathwada,2014,1.4,13.4,79,11.9,7,30.4,105,178.9,84.5,14.2,19.9,3.30
Matathwada,2015,10.1,1.6,32,39.6,12.3,118.3,27.4,112.2,154.3,19.5,4.8,0.00
Matathwada,2016,0,3.1,10.8,3,6.3,157.3,276.1,89.2,302.3,100.8,0,0.20
Matathwada,2017,0,0,4.7,0,3.3,182.3,82.5,230.4,146.9,100.4,2.4,2.70
Vidarbha,1997,16.3,0,2.5,18.4,8.4,108,248.4,265.8,145.7,77.4,69.9,78.50
Vidarbha,1998,12.8,14.7,16.2,8.3,10.6,127.5,274,234.2,247.4,53.9,62.2,0.00
Vidarbha,1999,0.2,20.9,0.2,0,33.3,228.8,234,294.1,248,105.5,0,0.00
Vidarbha,2000,0.1,16.4,0.1,0.1,28.8,235.9,472.1,286.2,54,11,0,0.50
Vidarbha,2001,8.9,0.1,15.2,18.3,7.9,338.6,202,359.8,37.4,129.2,4.7,0.00
Vidarbha,2002,2.4,4,1.1,2.9,8.2,301.1,88.1,352.5,128.6,35.2,1.9,0.10
Vidarbha,2003,0,4.4,3.6,2.7,3,140.2,401,280.9,138,42.6,0.8,1.30
Vidarbha,2004,10.3,5.5,0.6,3.5,12.2,137.9,217.7,223.1,86.3,27.7,6.9,0.20
Vidarbha,2005,74.9,7,7.2,1.9,2.6,144.4,393.2,249.2,246.8,87.2,0,0.20
Vidarbha,2006,0,0,50.6,16.2,20.9,115,360.8,421.4,175.8,43.7,11.1,0.00
Vidarbha,2007,0.1,1.3,1.4,3.2,1.2,256.7,349.1,282.4,241.8,27.3,2.5,0.00
Vidarbha,2008,0.2,1.9,19.2,2.8,2.9,137.9,261.5,254,160.8,22.4,2.9,0.10
Vidarbha,2009,0.1,0,0.9,2.4,5.9,78.1,310.8,175.4,90.3,41.9,63.8,1.20
Vidarbha,2010,14,1.9,7.5,0.3,1.9,144.8,454.5,384,238,51,37,3.20
Vidarbha,2011,0,1.2,0.1,7.7,0.6,137.9,247.1,302.8,191,4.7,0,0.00
Vidarbha,2012,3.1,0.1,0,0.6,0.2,125.5,370.5,316.2,249.4,34.9,7.3,0.00
Vidarbha,2013,6.6,13,3.8,2.8,0.5,366.7,535.5,326.1,131.7,133.5,0,0.00
Vidarbha,2014,1.2,18.3,49.6,2.6,4,63.3,337.6,191.7,224.9,17.3,6.2,2.30
Vidarbha,2015,26.3,4.7,66.3,28.1,12.8,254.6,137.2,288.9,167.5,7,0,0.20
Vidarbha,2016,0.7,5.2,20.1,5.1,12.4,165.5,490.2,161.8,227.8,75,0,0.00
Vidarbha,2017,0.2,0,6.1,0,7.3,147.8,252.2,198.3,133.3,57.5,0.3,0.00
Chhattisgarh,1997,6.3,0.1,2.2,45.7,7.2,153.8,384.6,414.7,167.5,30.2,51.4,53.50
Chhattisgarh,1998,64.9,11.2,27.3,11.9,16.4,156.2,356,259.6,288.3,93.1,47.8,0.00
Chhattisgarh,1999,0,3.1,0.1,0,31.5,222.5,310,408.7,253.7,91.2,1.3,0.60
Chhattisgarh,2000,2.6,0,0.6,1.5,9.3,180.7,322.4,215.6,169.1,4.3,0.2,0.10
Chhattisgarh,2001,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.00
Chhattisgarh,2002,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.90
Chhattisgarh,2003,3.7,17.7,12.1,2.6,0.7,128.7,446.6,519.7,384.1,157.6,5.8,14.90
Chhattisgarh,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.10
Chhattisgarh,2005,57.6,15.6,6.1,6.5,16.4,197,393.8,267.7,240.5,83.5,1.6,1.00
Chhattisgarh,2006,2.7,0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.70
Chhattisgarh,2007,0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2,0.50
Chhattisgarh,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.00
Chhattisgarh,2009,1.2,0,2.3,1.9,11.2,45.3,455,247.1,104.7,43.6,42.5,1.90
Chhattisgarh,2010,7.9,4.9,1,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.60
Chhattisgarh,2011,0.3,11.5,2.6,35,16.8,183.5,272.6,379.8,382.2,15.5,0,2.80
Chhattisgarh,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.00
Chhattisgarh,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0.00
Chhattisgarh,2014,2.3,29,21.4,17.3,25,104.9,416.7,327.7,252.7,77.9,2.6,1.10
Chhattisgarh,2015,15.8,1.2,21.2,37,13,257.6,248.6,286.6,216.9,17.7,0.6,1.50
Chhattisgarh,2016,6.1,3.6,24.5,4.4,19.6,164.2,361,357.1,295.6,79.8,0,0.00
Chhattisgarh,2017,0.9,0.7,3.5,0.8,15.6,184.8,378.3,300.4,177.7,61.6,0.2,0.00
"Coastal Andhra Pradesh",1997,15.1,5.6,19.7,62.6,25.2,63.1,156,128.1,315.5,83.6,51.7,45.70
"Coastal Andhra Pradesh",1998,12.6,35.7,24.7,38.9,33.6,136.2,214.1,252.2,255.5,178.6,128.6,0.00
"Coastal Andhra Pradesh",1999,0.1,2.7,0.2,11,74.3,126.4,154.2,136.6,137.5,153.9,28.3,0.00
"Coastal Andhra Pradesh",2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.40
"Coastal Andhra Pradesh",2001,4.6,3.8,20,54.1,50.8,117.2,123,170.7,187.2,196,78,4.10
"Coastal Andhra Pradesh",2002,28,0,7.3,34.8,35,115.2,74.7,173.5,71.7,148.7,14.3,0.00
"Coastal Andhra Pradesh",2003,6.2,19.4,40.7,19.4,12.2,104,241.7,158.3,130.2,252.3,11.5,101.10
"Coastal Andhra Pradesh",2004,24,11.4,11.6,40.1,57.6,152.8,192.1,125,101.7,147.9,9.4,0.20
"Coastal Andhra Pradesh",2005,13.6,8,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298,56.2,4.20
"Coastal Andhra Pradesh",2006,0,0,30.7,58,67.6,132,126.8,279.7,224.1,185.4,55.3,0.00
"Coastal Andhra Pradesh",2007,0,5.1,0.1,8.5,13,300.1,141,164.4,287.1,167.7,11.9,0.50
"Coastal Andhra Pradesh",2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.20
"Coastal Andhra Pradesh",2009,0,0,5.7,6.4,53,72.6,140.9,163.5,151.9,92.6,102.6,1.30
"Coastal Andhra Pradesh",2010,21.8,2.3,4.4,14.8,162,156.1,318.9,248.6,230.5,204,210.9,138.20
"Coastal Andhra Pradesh",2011,0,17.9,0.9,62.3,67.9,86.8,196,215.8,129.7,74.6,4.9,5.00
"Coastal Andhra Pradesh",2012,37.6,0,2.7,24,39.3,95.4,221.9,221.2,246.5,140,289.7,0.00
"Coastal Andhra Pradesh",2013,2,29.6,0.2,48,28.2,127.5,162.4,123.1,132,411.5,53.1,2.80
"Coastal Andhra Pradesh",2014,0.4,1.2,9.1,6,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.40
"Coastal Andhra Pradesh",2015,2,0.6,5.5,32.3,34.1,283.8,116,192,201.8,59.7,81.2,2.00
"Coastal Andhra Pradesh",2016,1.6,0.9,3.6,3,120.8,189.1,131.5,124.4,224.4,59.7,13.1,36.90
"Coastal Andhra Pradesh",2017,1,0,12.4,8.8,30.8,149.6,153.2,224.2,141.8,123,46.7,1.20
Telangana,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.90
Telangana,1998,5.2,22.2,15.2,15.5,27.9,149.4,264,290.5,209.3,79.4,14.5,0.00
Telangana,1999,0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0.00
Telangana,2000,0.6,16.8,1,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.50
Telangana,2001,8.5,0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0.00
Telangana,2002,18.8,10.1,7.6,7.7,32,143.2,91.7,321.7,52.4,76.2,3.9,0.00
Telangana,2003,0,10.7,21.9,14,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.30
Telangana,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.00
Telangana,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.80
Telangana,2006,0,0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0.00
Telangana,2007,0,0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13,0.00
Telangana,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.80
Telangana,2009,0,0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.20
Telangana,2010,10.3,5.3,1.5,5.6,24.9,127,395.5,308.1,249.8,98.7,40.5,9.30
Telangana,2011,0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0.00
Telangana,2012,6.7,0,0.2,14,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0.00
Telangana,2013,2.4,29,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.70
Telangana,2014,0.2,2.9,58.3,10.3,73.3,62.3,146,205.2,146.8,29.6,10.8,0.70
Telangana,2015,17.5,0,43,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.70
Telangana,2016,1.2,0.2,11.5,4.3,55.1,194,235.8,133.7,336.3,70.4,0.5,0.40
Telangana,2017,0,0,8.7,3.2,22.4,202.2,143.2,204.2,115.3,114.6,1.9,0.00
Rayalseema,1997,16.5,1.4,16.9,33.6,36.2,73.7,40.8,80.7,207.4,103.8,145.3,78.80
Rayalseema,1998,0.2,3.1,4.3,32.7,29,52.8,126.5,164.7,202,146.6,141.3,44.70
Rayalseema,1999,0.8,5.1,0.5,11.1,68.8,57.6,50.6,97.4,63.3,100.2,69.8,12.00
Rayalseema,2000,0,34.3,0.2,22.1,73.8,92.7,94.7,241.5,102.9,134.7,37.7,36.70
Rayalseema,2001,7.7,0,6.5,68.2,24.5,24,70.1,95.8,195.5,352.5,41.7,38.10
Rayalseema,2002,25.6,3.2,7.7,17.5,55,90.8,42.9,69.8,78.2,167.5,44.2,12.90
Rayalseema,2003,0,1.3,26.1,15,4.1,57.4,183.4,116.4,124.9,175.5,11.7,9.60
Rayalseema,2004,10.2,4.3,12.9,35.1,149.7,39.8,122.9,23.1,153.7,124.4,65.6,0.00
Rayalseema,2005,1.3,13.6,14.7,38.5,48.4,51.2,133.2,106.6,127.6,304.8,144.8,81.70
Rayalseema,2006,0.2,0,32.8,9.7,62.7,85.8,43.2,72,144.7,88.4,78.6,20.00
Rayalseema,2007,0,0.5,0.1,6,15.1,208.2,83.8,186.9,186,176.9,35.3,81.80
Rayalseema,2008,6.4,18.7,62.9,4.1,42.1,31.7,81.4,104.9,121.7,126,192.1,5.90
Rayalseema,2009,0.5,0,5.3,8.4,47.4,68.9,33.2,128.5,155.8,69.3,135.6,35.40
Rayalseema,2010,4.7,0.8,0.6,13,65.4,108.3,187.6,155,122.9,83.4,175.1,46.70
Rayalseema,2011,0.8,12.1,0,34.6,33,44.5,128.9,163.6,71.2,107.5,106.9,35.10
Rayalseema,2012,2.7,0,2.5,32.7,38.8,47,139.7,120,69.5,113.7,86.6,61.90
Rayalseema,2013,1.3,30.6,11.5,26.8,38.9,73.8,95.7,110.3,163.2,169.3,38.6,2.60
Rayalseema,2014,0.2,0.7,12.5,5.1,46.7,66.3,68.7,115.1,81.4,104.6,37.8,12.80
Rayalseema,2015,1.9,0,13.4,73.4,39.7,73,43.1,123.6,136.3,106.7,383.8,52.20
Rayalseema,2016,7.9,0,0.8,0.4,80.5,128.6,131,41.5,90.8,14.1,5.4,54.40
Rayalseema,2017,3.9,0,12.8,8.8,39.9,88.9,52.2,171.6,194.6,221.1,33.3,7.40
"Tamil Nadu",1997,7.7,0.2,2.3,42,49.2,50.4,63.5,56.4,116,169.5,258.1,135.20
"Tamil Nadu",1998,6.9,5.7,4.1,23.6,55.8,43,101.9,152.9,121.8,124.7,242,197.40
"Tamil Nadu",1999,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.60
"Tamil Nadu",2000,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.90
"Tamil Nadu",2001,21.8,10.9,13,93.8,45,39.9,37.2,18.7,53.8,69.5,52.3,27.60
"Tamil Nadu",2002,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.20
"Tamil Nadu",2003,0.3,4.1,18,17.1,19.8,22.5,38.7,49.3,26.1,86,59.5,7.10
"Tamil Nadu",2004,2.8,0.7,3,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.00
"Tamil Nadu",2005,4.1,11.1,24.4,128,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.50
"Tamil Nadu",2006,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.10
"Tamil Nadu",2007,7.2,7.5,1.8,58,44.9,73.1,101,136.5,89.1,248.9,79.2,219.90
"Tamil Nadu",2008,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.10
"Tamil Nadu",2009,7.9,0,41,41.4,74.8,27,42.1,96.9,114.4,62.1,314.7,106.20
"Tamil Nadu",2010,11.8,0.2,1.9,22.9,91.9,70,81.4,102.9,111.1,148.1,328.6,124.50
"Tamil Nadu",2011,4.3,11.2,8,91.5,33.4,56,45.5,128.9,76,200.4,230.5,41.00
"Tamil Nadu",2012,3,0.1,2.5,35.5,41.9,30.1,46.5,98,84.9,235.2,44.5,14.00
"Tamil Nadu",2013,3.9,30.9,30,20.3,42,54.6,42.7,110.7,113.5,127.9,112.3,53.20
"Tamil Nadu",2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66.00
"Tamil Nadu",2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.80
"Tamil Nadu",2016,2.5,0.8,3.1,6.3,102.5,63,86.8,55.1,49,65.8,33.8,66.50
"Tamil Nadu",2017,37.3,1.1,35.4,17.3,73.5,47.9,42,159.4,165.3,155.5,141.5,96.80
"Coastal Karnataka",1997,0.7,0,14.9,21.5,23.1,818.6,1494.1,1146,117.1,148.5,109.8,59.20
"Coastal Karnataka",1998,0,0,1.4,6.6,72,966.4,1092,633.9,572.8,271,80.6,11.30
"Coastal Karnataka",1999,0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.50
"Coastal Karnataka",2000,14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.40
"Coastal Karnataka",2001,0.6,0.4,0.4,71.4,156.9,930,926.9,654.4,151.8,169.7,48.6,0.60
"Coastal Karnataka",2002,0.6,11.2,0.5,30.9,164,764.5,545.7,731.3,163.5,360,20.7,0.30
"Coastal Karnataka",2003,0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236,183.7,10.7,0.00
"Coastal Karnataka",2004,0,0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0.00
"Coastal Karnataka",2005,0.5,0.2,0,72.5,45,821.6,1177.3,692,456.2,178.7,24.6,2.30
"Coastal Karnataka",2006,1,0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212,97.4,0.00
"Coastal Karnataka",2007,0,0,0.6,40.2,61.1,952,1004.4,980.4,630.5,152.8,37.5,0.80
"Coastal Karnataka",2008,0,14.8,161.4,33.4,64.3,850.7,687.8,886.3,383.3,91.6,19.3,13.50
"Coastal Karnataka",2009,0.4,0,35.2,24.5,100.7,450.3,1778.9,486.1,530.7,287.4,132.4,35.40
"Coastal Karnataka",2010,14.4,0.4,3.5,62.2,80.2,682.7,1200.2,637.5,468.4,294.7,231.5,11.00
"Coastal Karnataka",2011,4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.20
"Coastal Karnataka",2013,2.4,19.6,19,28.5,100.4,1153,1515.3,680.2,379.1,265.1,56.9,10.00
"Coastal Karnataka",2014,0,0.3,1.9,40.5,181.9,507,1155.4,1121,379.3,226.4,40,30.80
"Coastal Karnataka",2015,1.4,1,32.3,72.2,150.3,735.3,930.9,575.2,260.3,208.5,124.2,14.30
"Coastal Karnataka",2016,0.5,0,0.2,3.8,94.3,963.1,763.1,471.3,225.9,77.4,14.4,5.70
"Coastal Karnataka",2017,1.1,0,2.5,9.5,129,831.4,820.1,625.2,316.5,185.7,19.4,7.20
"North Interior Karnataka",1997,4.3,0,14.8,22.6,17.5,213,272.8,290.1,76.9,85.3,64.6,33.80
"North Interior Karnataka",1998,0,0,0.4,6.1,32.7,107.8,140.4,155.4,223.1,172.7,13.9,0.10
"North Interior Karnataka",1999,0,3.4,0.6,3.9,89,93.2,130.5,89.5,97.5,152.9,0.3,0.00
"North Interior Karnataka",2000,0.4,2.6,0.1,8.4,49,107.5,127.1,164.6,134.4,115.1,2.8,0.50
"North Interior Karnataka",2001,2.1,0,0.1,22.1,13.3,60.9,62.1,108.8,187.1,137.5,2.5,1.40
"North Interior Karnataka",2002,3.8,7.9,0.3,14.7,40.6,108.2,54.7,118.2,52.2,126.4,3.4,0.00
"North Interior Karnataka",2003,0.3,1.5,15.2,24.9,3.5,66.9,94.4,104,64.3,92.1,4.2,2.20
"North Interior Karnataka",2004,2.6,2.7,1.6,29.9,93.8,106.1,111.7,92.8,134.6,61.6,4.3,0.20
"North Interior Karnataka",2005,5.8,0.8,5.5,52.5,34.5,98.7,219.4,123.3,159.7,102.3,5,0.10
"North Interior Karnataka",2006,0,0,16.8,12.1,79,130.2,113.9,89.1,136.8,43.6,29,0.00
"North Interior Karnataka",2007,11.7,6.8,7.7,27,38.9,215.5,117.2,143.4,205.4,40.5,13.5,9.20
"North Interior Karnataka",2008,0.4,9.2,109.2,22.8,29.2,71.6,80.6,147.7,152.5,54.1,29.8,5.30
"North Interior Karnataka",2009,0.3,0,9.9,17.4,63.1,112,134.9,135.4,215.6,168.6,42.3,13.90
"North Interior Karnataka",2010,9.6,2.5,0.5,15.5,39.5,110.1,193.5,207.5,119.2,82.1,71.9,1.20
"North Interior Karnataka",2011,0.5,7.2,7.2,41.2,46.8,101.3,150.8,152,69,73.4,5.7,0.00
"North Interior Karnataka",2012,28.5,6.2,0.4,35.4,19.5,60,114.5,105.5,79.2,85.2,46.5,2.90
"North Interior Karnataka",2013,1.2,6.1,3,25.4,47.4,99.4,160.7,73.9,201,101,4.2,0.10
"North Interior Karnataka",2014,0,6.1,29.2,26.4,93,50.4,136.8,205.2,90.2,80.3,25,14.10
"North Interior Karnataka",2015,2.4,0,27.5,50.8,45.3,89.6,38.5,78.4,150.8,61.2,5.7,1.70
"North Interior Karnataka",2016,0.3,0.4,6.1,11,50,136.8,162.6,70,155,28.7,3.1,1.00
"North Interior Karnataka",2017,0,0,10.7,9.9,44.8,131.3,76.8,105.8,206.6,147.9,4.9,0.90
"South Interior Karnataka",1997,4.9,0.1,26.2,26,45.3,178.9,251.7,246.8,108.4,134.4,123.8,33.60
"South Interior Karnataka",1998,0,0,3.5,31.6,47,155.6,278.4,205.5,175.8,148.9,55,11.70
"South Interior Karnataka",1999,0.1,4.6,1.5,42.2,131.2,129.5,289.6,138.8,108,271.9,28.8,3.50
"South Interior Karnataka",2000,1.4,15.5,0.3,46.3,59.3,167.5,200.5,300.6,183.5,206.2,14.1,12.10
"South Interior Karnataka",2001,0.5,1.1,1.7,90.6,30.4,127.2,168.2,152,189.9,122.7,40,2.10
"South Interior Karnataka",2002,2,11.4,2.3,20.6,77.2,131.9,92.6,155.1,74.9,168.4,18.8,0.60
"South Interior Karnataka",2003,0.1,4.2,20.1,36.4,9.6,118.2,162.5,152.2,51.9,192.4,11.5,3.60
"South Interior Karnataka",2004,9.1,12.8,16.4,62.2,180.2,196.6,191.7,211.1,117.5,101.5,24,10.40
"South Interior Karnataka",2005,7.2,3.9,3.2,76,74.7,138.7,333.5,233.2,145.5,241.8,56.3,5.30
"South Interior Karnataka",2006,0.2,0.1,35.4,24.7,127.1,183.7,226.7,172.9,112,61.7,84.9,1.10
"South Interior Karnataka",2007,0.1,0.3,0.9,39.8,76.7,216.7,267.2,245.5,198.5,152.5,18.2,14.60
"South Interior Karnataka",2008,0.8,20.7,108.9,24.9,66.3,149.8,203.4,269.8,141.4,117.1,32.3,5.20
"South Interior Karnataka",2009,0.1,0.1,27.3,25.4,101.3,101.6,324.7,153.2,247.9,98.2,55.7,22.90
"South Interior Karnataka",2010,7.9,1.7,5.6,71.1,94.9,129.1,235.1,228.1,150.7,129.6,183.5,2.50
"South Interior Karnataka",2011,2.1,12.4,12.4,80.2,83.5,177.1,202.4,199.5,111.2,144.8,56.7,5.00
"South Interior Karnataka",2012,4.6,5.5,8.1,99,45.6,81.8,144.7,236.5,100.6,62.8,82.6,6.20
"South Interior Karnataka",2013,0.5,10.1,11.7,34.6,95.6,176.2,307.4,151.7,191.8,103.7,24.9,2.40
"South Interior Karnataka",2014,0.4,2.4,17.7,46.7,130.5,106.8,271.6,254.6,161.6,152.9,20.2,18.70
"South Interior Karnataka",2015,1.7,0.2,24.4,80.5,125.3,218.7,112,136.6,164.5,106.1,138.1,4.40
"South Interior Karnataka",2016,3.6,0.4,3.2,8.8,92,172.2,196.5,85.9,62.8,21.9,9.1,31.00
"South Interior Karnataka",2017,5,0,16.8,34.1,140.9,107.6,125.9,181.4,250.3,178.3,13.8,7.70
Kerala,1997,2.1,1.5,36.1,60.6,133.6,544.2,970.5,536,292.2,288.9,298.4,88.40
Kerala,1998,6,2.1,8.1,61.1,151.6,732.5,641.4,371.8,517.6,444.8,135,79.40
Kerala,1999,1.8,23.8,21.4,111.6,453.2,607.3,700.4,266.3,88,567.9,68.1,4.90
